,Dutifulness,Cooperation,Self-consciousness,Orderliness,Achievement striving,Self-efficacy,Activity level,Self-discipline,Excitement-seeking,Cautiousness,Morality,Anxiety,Emotionality,Vulnerability,Immoderation,Sympathy,Friendliness,Modesty,Altruism,Assertiveness,Adventurousness,Gregariousness,Intellect,Imagination,Artistic interests,Depression,Anger,Trust,Cheerfulness,Liberalism,Words,DiversityW,WordL,VERB,NOUN,ADP,.,ADJ,ADV,CONJ,PRON,PRT,NUM,X,Plot,Poster,Rated,Language,Title,Country,Writer,Metascore,imdbRating,Director,Released,Year,Awards,Runtime,imdbVotes,imdbID,Actors1,Actors2,Genre1,Genre2
Electric Dreams,0.690800660888,0.902438241115,0.536036277506,0.253852525744,0.437684112078,0.162976967478,0.284746496028,0.498977239906,0.243592392164,0.81946188168,0.984461696818,0.279652363705,0.787687189592,0.511505631668,0.379479505151,0.771199279474,0.392040151838,0.982231653979,0.779486965452,0.242753332596,0.900323690411,0.161846684209,0.878269622118,0.282645421564,0.841730634001,0.623916982378,0.091127942091,0.303189338103,0.576366377892,0.604755428606,8210.0,0.183069427527,3.27113276492,0.17490864799,0.213276492083,0.0542021924482,0.215347137637,0.0453105968331,0.0555420219245,0.0138855054811,0.138367844093,0.021071863581,0.00584652862363,0.0,An artificially intelligent PC and his human owner find themselves in a romantic rivalry over a woman.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA0MjMxNzA2MV5BMl5BanBnXkFtZTgwMzI1MzQxMDE@._V1_SX300.jpg,PG,English,Electric Dreams,USA,Rusty Lemorande,N/A,6.5,Steve Barron,20 Jul 1984,1984,Nominated for 1 BAFTA Film Award. Another 2 wins & 1 nomination.,95,"5,355",tt0087197,Lenny von Dohlen,Virginia Madsen,Comedy,Drama
1408,0.905187968068,0.88730195027,0.497053894299,0.264414545127,0.496490210536,0.244617584062,0.180447714815,0.663500719287,0.0511480659615,0.936103726965,0.99163791506,0.25072404979,0.909846263746,0.337859047078,0.527755979271,0.98974785409,0.193193454051,0.972347970489,0.893966081598,0.411492159343,0.349689388173,0.00990076631607,0.992910409207,0.277199506435,0.855856845237,0.418769380296,0.0922537086494,0.191948367855,0.272043393448,0.665960884873,6808.0,0.181110458284,3.31977085781,0.179788484136,0.174941245593,0.0713866039953,0.219741480611,0.0440658049354,0.0530258519389,0.0135135135135,0.101498237368,0.01821386604,0.0127790834313,0.0,"A man who specializes in debunking paranormal occurrences checks into the fabled room 1408 in the Dolphin Hotel. Soon after settling in, he confronts genuine terror.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTk1MDg0NTU0OV5BMl5BanBnXkFtZTcwMTM1NDk0MQ@@._V1_SX300.jpg,PG-13,English,1408,USA,"Matt Greenberg (screenplay), Scott Alexander (screenplay), Larry Karaszewski (screenplay), Stephen King (short story)",64,6.8,Mikael Håfström,22 Jun 2007,2007,4 wins & 8 nominations.,104,"211,413",tt0450385,John Cusack,Paul Birchard,Fantasy,Horror
Under the Bed,0.744219141818,0.944104982235,0.313550809542,0.432322679748,0.363978673952,0.0614091267964,0.0790571297917,0.628396723384,0.146262273595,0.88250028667,0.993626591538,0.163514288962,0.679634492936,0.39738849869,0.412786664881,0.733672642047,0.545825114441,0.999326917099,0.773094819906,0.227813066357,0.565225165392,0.576435176838,0.483254103365,0.022320062734,0.438630598996,0.46544798344,0.0406592171879,0.164319213762,0.748655024414,0.14791634999,7247.0,0.133710500897,3.02345798261,0.198150959018,0.140195943149,0.0620946598593,0.222850834828,0.033393128191,0.0707879122395,0.0137988133021,0.148337242997,0.0367048433835,0.00510556092176,0.0,"Two brothers team up to battle a creature under the bed, in what is being described as a ""suburban nightmare"" tale.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTkwODQ0MjEyNl5BMl5BanBnXkFtZTcwNzI3MzI4OQ@@._V1_SX300.jpg,R,English,Under the Bed,USA,Eric Stolze,N/A,4.6,Steven C. Miller,03 Jul 2013,2012,N/A,87,"2,078",tt1934458,Jonny Weston,Gattlin Griffith,Horror,Horror
Angel Of Death,0.34905502071,0.534809285047,0.345883026474,0.304661874828,0.230380041201,0.154868430111,0.0974995021531,0.422373027066,0.327114072623,0.448042535721,0.933080203046,0.194091092299,0.536488227514,0.366764315728,0.650821234491,0.504699612279,0.410787199796,0.961850162585,0.482769353796,0.422378546177,0.665087591942,0.469485313816,0.798402819943,0.120633249504,0.435126713197,0.641831284517,0.267495620171,0.0265841527439,0.606099303484,0.245523153927,7685.0,0.147169811321,3.10266753416,0.210279765777,0.145738451529,0.0564736499675,0.217176317502,0.0376057254392,0.0692257644763,0.00897852960312,0.154456733897,0.0273259596617,0.00273259596617,0.0,"A career assassin becomes haunted by one of her victims following a near fatal injury to her brain. Becoming a rogue assassin settling the score with her former mob employers, chaos and power struggles ensue.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTY4ODI3NDQ5MV5BMl5BanBnXkFtZTcwNDEzNzA3Mg@@._V1_SX300.jpg,R,English,Angel of Death,USA,Ed Brubaker (created and written by),N/A,5.0,Paul Etheredge,07 Jul 2009,2009,4 nominations.,77,"1,826",tt1269734,Zoë Bell,Jake Abel,Action,Crime
Viking Legacy,0.710813685633,0.795833554137,0.266045543319,0.285064406266,0.611345998428,0.213911807219,0.529470997541,0.702671064388,0.149991153823,0.767390550638,0.995879331823,0.0954219947865,0.893118002169,0.270991133987,0.184846676304,0.983530844463,0.477275778647,0.983612490629,0.9556597077,0.670009130007,0.837224920141,0.202211824751,0.980160483705,0.300190887462,0.863678964255,0.45330977778,0.0891165807115,0.153633718427,0.687900571425,0.157541549671,5353.0,0.169998131889,3.22025032692,0.232393050626,0.135251260975,0.059592751728,0.189800112087,0.0343732486456,0.0719222865683,0.0121427237063,0.171305809826,0.0255931253503,0.00336260041098,0.0,"In ancient times, there were seven sacred scrolls believed to grant power and prosperity to those who possessed them. Prophecy told that a child born in pure Royal blood would one day ...",https://images-na.ssl-images-amazon.com/images/M/MV5BMzIyOTI5ZmQtMmQ3YS00NWM2LWFjNGItNWViZGUwZGJkMDQ5XkEyXkFqcGdeQXVyMTc3NTg3ODI@._V1_SX300.jpg,N/A,English,Viking Legacy,UK,Victor Mawer,N/A,3.5,Tom Barker,19 Sep 2016,2016,N/A,83,105,tt5555554,Hollie Burrows,James Cooke,Action,Adventure
Mandela Long Walk to Freedom,0.602938595728,0.553497340227,0.110664939502,0.513060673679,0.762355981431,0.528861620769,0.748165520716,0.846762516567,0.1989324936,0.790010458079,0.993506180785,0.0641794202749,0.779912356573,0.0860229717606,0.0909739310417,0.988268585956,0.680769000381,0.840811211184,0.904850159347,0.888770883119,0.947064987266,0.263669283211,0.984287999646,0.367932482426,0.879490703389,0.227655979739,0.099293622585,0.152964093532,0.679376016581,0.338459610638,10235.0,0.157107962872,3.30913531998,0.198436736688,0.179482169028,0.0586223742062,0.218563751832,0.0344894968246,0.0516853932584,0.0164142647777,0.133463605276,0.0272594040059,0.00615534929165,0.0,A chronicle of Nelson Mandela's life journey from his childhood in a rural village through to his inauguration as the first democratically elected president of South Africa.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg1NTQ1NDczNV5BMl5BanBnXkFtZTcwNDQyMDU1OQ@@._V1_SX300.jpg,PG-13,English,Mandela: Long Walk to Freedom,UK,"William Nicholson (screenplay), Nelson Mandela (autobiography)",60,7.1,Justin Chadwick,25 Dec 2013,2013,Nominated for 1 Oscar. Another 11 wins & 29 nominations.,141,"21,565",tt2304771,Idris Elba,Naomie Harris,Biography,Drama
The Spirit of 45,0.633748669167,0.61392012744,0.287760010071,0.204957389906,0.693931294812,0.647847272245,0.729357024589,0.381732588489,0.104105475402,0.893534150674,0.744643532419,0.100743969035,0.366034223409,0.0797677078663,0.414059590872,0.998129546302,0.527390207276,0.338463040327,0.843334504732,0.893383755411,0.705899841111,0.209954064106,0.998495602934,0.421032638078,0.749461133717,0.539394695163,0.0546726525934,0.713614636355,0.110721245175,0.970661277348,14470.0,0.17194194886,3.82280580511,0.184381478922,0.19799585349,0.0983413959917,0.134623358673,0.0516240497581,0.058396682792,0.030200414651,0.092605390463,0.0294402211472,0.00974429854872,0.0,"A documentary on how the spirit of unity, which buoyed Britain during the war years, carried through to create a vision of a fairer, united society.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjQ0Nzg4ODkzN15BMl5BanBnXkFtZTgwNjAzNDMzODE@._V1_SX300.jpg,N/A,English,The Spirit of '45,UK,Ken Loach,N/A,7.1,Ken Loach,15 Mar 2013,2013,2 nominations.,94,816,tt2332801,Winston Churchill,Tony Benn,Documentary,History
Revolutionary Road,0.659483712836,0.930313919389,0.47055500557,0.265511460614,0.397046873912,0.077945443023,0.137399429914,0.465500875178,0.187877935822,0.812198038504,0.993319541059,0.198354737452,0.858293319974,0.465516865237,0.514045575804,0.883360861714,0.306729972928,0.989526169145,0.812318873692,0.268904822237,0.742245617637,0.268061411349,0.905613827881,0.159604404725,0.825091125266,0.582825630499,0.0580469077513,0.197825928121,0.607174170492,0.669670433332,11355.0,0.138881549978,3.33597534126,0.180008806693,0.175429326288,0.0626155878468,0.204227212682,0.0496697490092,0.0689564068692,0.0162043152796,0.13403786878,0.0290620871863,0.00387494495817,0.0,A young couple living in a Connecticut suburb during the mid-1950s struggle to come to terms with their personal problems while trying to raise their two children.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTczNDgzMjczOV5BMl5BanBnXkFtZTcwOTU3MzMwMg@@._V1_SX300.jpg,R,English,Revolutionary Road,USA,"Justin Haythe (screenplay), Richard Yates (novel)",69,7.3,Sam Mendes,23 Jan 2009,2008,Nominated for 3 Oscars. Another 19 wins & 62 nominations.,119,"154,760",tt0959337,Kate Winslet,Leonardo DiCaprio,Drama,Romance
American Reunion,0.849603088703,0.941850162856,0.259217989664,0.286527327758,0.719954123973,0.142500702299,0.409586529828,0.845291751804,0.104909709915,0.925126824201,0.997366306648,0.0999892364137,0.76497002661,0.264415749086,0.309542658004,0.915394457232,0.63191832348,0.994500535289,0.864663631493,0.465437076762,0.83758743209,0.349039022191,0.946598856907,0.0477967242695,0.716083310657,0.273641011518,0.0249212741023,0.293277539587,0.75605981617,0.475746680357,13129.0,0.135730063219,3.16330261254,0.181887424785,0.166425470333,0.0479853758854,0.250590296291,0.0370172899688,0.0662655190799,0.0175946378247,0.131921700053,0.0259730367888,0.00342752684896,0.0,"Jim, Michelle, Stifler, and their friends reunite in East Great Falls, Michigan for their high school reunion.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTY4MTEyMzU1N15BMl5BanBnXkFtZTcwNDQ0NTc1Nw@@._V1_SX300.jpg,R,English,American Reunion,USA,"Jon Hurwitz (screenplay), Hayden Schlossberg (screenplay), Adam Herz (characters)",49,6.7,Jon Hurwitz,06 Apr 2012,2012,1 win & 3 nominations.,113,"173,413",tt1605630,Jason Biggs,Alyson Hannigan,Comedy,Comedy
Ghosts Of The Abyss,0.644138671852,0.82435372707,0.54228319309,0.481639765991,0.421625014339,0.315832607818,0.246187762786,0.37615971988,0.183600269394,0.946133454228,0.780927524219,0.113213954804,0.506054705363,0.200848195454,0.473311655839,0.942427466259,0.242959635602,0.648059123998,0.669019555856,0.357236554618,0.676005120057,0.113164620948,0.997077803821,0.675215994871,0.884228015622,0.507082562514,0.0571115933882,0.655057448217,0.219877985727,0.921387535276,12540.0,0.165948963317,3.49346092504,0.178947368421,0.187240829346,0.0755183413078,0.191307814992,0.0484848484848,0.0618819776715,0.0219298245614,0.0942583732057,0.0273524720893,0.00861244019139,0.0,"James Cameron and Bill Paxton, director and actor of the 1997 film Titanic, travel to the final undersea resting place of the ill-fated ship of dreams.",https://images-na.ssl-images-amazon.com/images/M/MV5BNDM5MzY0MjY2MF5BMl5BanBnXkFtZTYwOTc5ODU3._V1_SX300.jpg,PG,English,Ghosts of the Abyss,USA,N/A,67,6.9,James Cameron,18 Apr 2003,2003,1 nomination.,61,"4,164",tt0297144,Bill Paxton,John Broadwater,Documentary,Family
Inside the Walls of Folsom Prison,0.5211186166,0.580467355668,0.136964672917,0.600198509036,0.550565658513,0.312701697967,0.267825478636,0.666694738763,0.119112272746,0.82336880583,0.979696008958,0.0236101205849,0.462596948637,0.0613247138686,0.521155023302,0.736080385428,0.587491385011,0.882803113749,0.508066758362,0.644750125324,0.689986720274,0.368023563875,0.92354155699,0.120199135581,0.278628641259,0.30945871189,0.117647450453,0.148745758959,0.407036985334,0.293531312296,10464.0,0.152714067278,3.22907110092,0.194667431193,0.173547400612,0.0730122324159,0.193233944954,0.0335435779817,0.0537079510703,0.0121368501529,0.13751911315,0.0326834862385,0.00917431192661,0.0,Another in a unrelated series of Warner's penitentiary tours in three different decades. This one is California's notorious Folsom Prison prior to its 1944 reformation make-over. Ben Rickey...,N/A,APPROVED,English,Inside the Walls of Folsom Prison,USA,Crane Wilbur (original screenplay),N/A,6.7,Crane Wilbur,18 May 1951,1951,N/A,87,150,tt0043677,Steve Cochran,David Brian,Crime,Drama
In the Heat of the Night,0.345896660273,0.605127599509,0.0870446786707,0.711058034506,0.442847551288,0.247975345463,0.17615616585,0.674625493019,0.225117286543,0.658343621297,0.986765888723,0.0192877390007,0.550081655316,0.051785305357,0.393691382232,0.778313109442,0.706431879257,0.849524164821,0.543111915958,0.542262434539,0.844827675021,0.486868898271,0.855206594738,0.147200744955,0.44759225152,0.172197551497,0.149176225419,0.0644290726154,0.804733009494,0.156550456168,10476.0,0.14089347079,3.05421916762,0.178598701795,0.164280259641,0.0607101947308,0.235872470409,0.0371324933181,0.061282932417,0.0125047728141,0.138507063765,0.0294005345552,0.00591828942344,0.0,An African American police detective is asked to investigate a murder in a racially hostile southern town.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk3NjkxMDc1MV5BMl5BanBnXkFtZTcwMDIwMjI0NA@@._V1_SX300.jpg,APPROVED,English,In the Heat of the Night,USA,"Stirling Silliphant (screenplay), John Ball (based on a novel by)",N/A,8.0,Norman Jewison,25 Oct 1967,1967,Won 5 Oscars. Another 17 wins & 14 nominations.,109,"50,157",tt0061811,Sidney Poitier,Rod Steiger,Crime,Drama
Confessions Of A Shopaholic,0.646826981324,0.882621907348,0.229849984289,0.322483285692,0.485780443942,0.118190694583,0.369340463436,0.642001259372,0.0986970173852,0.855158977406,0.98803751415,0.105449635351,0.708704480209,0.406580871943,0.587391663793,0.778452704921,0.485596744748,0.902236687021,0.64222591466,0.32437810161,0.818415793769,0.3699475732,0.879256622531,0.0705234961189,0.740898555569,0.316715178507,0.237886461783,0.223716120765,0.617165940987,0.580151850472,14349.0,0.142727716217,3.1897693219,0.167119659907,0.17785211513,0.0554045578089,0.246846470137,0.041257230469,0.054498571329,0.0154714614259,0.128371315074,0.0209073803052,0.00801449578368,0.0,A college grad lands a job as a financial journalist in New York City to support where she nurtures her shopping addiction and falls for a wealthy entrepreneur.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ1MzcyMTkwOF5BMl5BanBnXkFtZTcwMDM3MTc5MQ@@._V1_SX300.jpg,PG,English,Confessions of a Shopaholic,USA,"Tracey Jackson (screenplay), Tim Firth (screenplay), Kayla Alpert (screenplay), Sophie Kinsella (books)",38,5.9,P.J. Hogan,13 Feb 2009,2009,1 win & 3 nominations.,104,"63,712",tt1093908,Isla Fisher,Hugh Dancy,Comedy,Family
Flatliners,0.565100733118,0.712261179916,0.546317814928,0.264858832671,0.341183467102,0.215466645278,0.164091074411,0.333604568312,0.341841678852,0.591650500072,0.965963289409,0.322263487035,0.852048036907,0.504014061078,0.525910243735,0.895147215411,0.333509403792,0.987332865016,0.818591255289,0.345903269417,0.674213958086,0.233085533304,0.894680921948,0.406420364688,0.706581478066,0.765225594943,0.195950041956,0.135564867691,0.522478823711,0.486953887574,9524.0,0.163376732465,3.22984040319,0.202960940781,0.153611927761,0.0552288954221,0.227005459891,0.0430491390172,0.0617387652247,0.0128097438051,0.141537169257,0.0285594288114,0.0115497690046,0.0,"Four Medical students experiment on ""near death"" experiences that involve past tragedies until the dark consequences begin to jeopardize their lives.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTc3MDE3NTM3Ml5BMl5BanBnXkFtZTgwNzgwNTg4NjE@._V1_SX300.jpg,R,English,Flatliners,USA,Peter Filardi,N/A,6.5,Joel Schumacher,10 Aug 1990,1990,Nominated for 1 Oscar. Another 2 nominations.,115,"62,461",tt0099582,Kiefer Sutherland,Julia Roberts,Drama,Horror
Silent Partner,0.180682616669,0.191744834162,0.132939663296,0.752135919073,0.285031305866,0.404826390236,0.257542714651,0.505406928391,0.38450740403,0.159055205126,0.722016865092,0.0819256296537,0.2378321993,0.152803308354,0.291755053715,0.548373986922,0.682061623886,0.702613085309,0.281350783175,0.705584076017,0.719482888022,0.603932399466,0.906127691629,0.268621093506,0.28595662021,0.505077664662,0.641981151214,0.041668830796,0.38416680385,0.125473639081,7765.0,0.192916934965,3.29079201545,0.179523502898,0.220605280103,0.0565357372827,0.21390856407,0.0443013522215,0.056406954282,0.0158403090792,0.0994204764971,0.0274307791372,0.00927237604636,0.0,"Gordon Patrick (Nick Moran), a young CIA analyst is assigned to investigate the mysterious death of a major Russian political figure.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTIwODY5OTczMF5BMl5BanBnXkFtZTcwMjk3MjQzMQ@@._V1_SX300.jpg,N/A,English,Silent Partner,Russia,"James D. Deck, Chris Larsen",N/A,4.8,James D. Deck,26 May 2005,2005,N/A,96,614,tt0457475,Tara Reid,Nick Moran,Action,Crime
The Sound Barrier,0.838403347067,0.952148096075,0.468930629913,0.427746744164,0.532483134798,0.159088640818,0.191111085105,0.55268972408,0.088208282789,0.94655124748,0.993696541745,0.0906731295758,0.681067827127,0.226906187664,0.423502738845,0.868446537485,0.288809693176,0.977010078738,0.688429248361,0.209113139159,0.663103538081,0.0957303531301,0.957789549746,0.171703076468,0.673154594458,0.456628812957,0.0628201255594,0.381360833477,0.40304366547,0.558903939847,13024.0,0.132294226044,3.13782248157,0.182893120393,0.156787469287,0.0628839066339,0.237561425061,0.0419993857494,0.0696406633907,0.0114404176904,0.121621621622,0.0262592137592,0.0102886977887,0.0,N/A,N/A,N/A,English,The Sound Barrier,USA,Joel Metlen,N/A,N/A,Joel Metlen,15 Feb 2003,2003,N/A,8,N/A,tt0472182,Dennis Mitcheltree,Mark Rapp,Short,Comedy
16 blocks,0.343618839485,0.525853154665,0.0467559247168,0.755045996641,0.467053984239,0.339027791047,0.296776187525,0.808204714673,0.404820637325,0.577484425981,0.954311656318,0.0211282407845,0.373807046198,0.0540724747795,0.358563606011,0.416090295236,0.876909421051,0.837021614511,0.431587170822,0.638099178314,0.834837152038,0.870584047377,0.687887747655,0.108540504928,0.374883446626,0.174247293841,0.141306691301,0.110862158469,0.912519492518,0.0848287344379,12497.0,0.110826598384,3.0121629191,0.186844842762,0.162198927743,0.0523325598144,0.254060974634,0.0296071057054,0.0618548451628,0.00960230455309,0.134112186925,0.032967912299,0.00672161318716,0.0,"An aging alcoholic cop is assigned the task of escorting a witness from police custody to a courthouse 16 blocks away. There are, however, chaotic forces at work that prevent them from making it in one piece.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ1NDEwMzEwMl5BMl5BanBnXkFtZTcwNzM4MTEzMw@@._V1_SX300.jpg,PG-13,English,16 Blocks,Germany,Richard Wenk,63,6.6,Richard Donner,03 Mar 2006,2006,2 nominations.,102,"113,324",tt0450232,Bruce Willis,Yasiin Bey,Action,Crime
