,Dutifulness,Cooperation,Self-consciousness,Orderliness,Achievement striving,Self-efficacy,Activity level,Self-discipline,Excitement-seeking,Cautiousness,Morality,Anxiety,Emotionality,Vulnerability,Immoderation,Sympathy,Friendliness,Modesty,Altruism,Assertiveness,Adventurousness,Gregariousness,Intellect,Imagination,Artistic interests,Depression,Anger,Trust,Cheerfulness,Liberalism,WORDS,DIVERSITY,LENGTH,VERB,NOUN,ADP,.,ADJ,ADV,CONJ,PRON,PRT,NUM,X,Plot,Rated,Response,Language,Title,Country,Writer,Metascore,imdbRating,Director,Released,Year,Awards,Runtime,Poster,imdbVotes,imdbID,Actors1,Actors2,Genre1,Genre2
Unrest 2006.txt,0.530738408007,0.833772854124,0.380487913087,0.416429923942,0.476231925738,0.177648307646,0.291067877769,0.654120556034,0.184855371815,0.844042645987,0.992817052991,0.207813530271,0.806754259247,0.485301144431,0.404974627858,0.860341254574,0.377926178391,0.984572403725,0.725198388949,0.379056641708,0.857901380337,0.194176957181,0.904562361617,0.185945860996,0.825929405347,0.516227317657,0.186798060531,0.0878322538521,0.553265523653,0.430448869492,7214.0,0.174383143887,3.25921818686,0.196285001386,0.168006653729,0.0521208760743,0.219573052398,0.0382589409482,0.0679234821181,0.0108123093984,0.138896589964,0.0278624896035,0.00471305794289,0.0110895481009,A young pathology med student suspects that the spirit of a dead cadaver in the hospital morgue where she works is killing off all those who handle or desecrate the body.,R,True,English,Unrest,USA,"Chris Billett (screenplay), Jason Todd Ipson (screenplay)",,5.0,Jason Todd Ipson,24 Oct 2007,2006,4 wins & 1 nomination.,88,https://images-na.ssl-images-amazon.com/images/M/MV5BMTRiMGI3ZTUtNzc4Yi00ODc2LTk5YTYtMTVhNjFhYWNkYmRjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"6,907",tt0453533,Corri English, Marisa Petroro,Horror, Thriller
Electric Dreams 1984.txt,0.690800660888,0.902438241115,0.536036277506,0.253852525744,0.437684112078,0.162976967478,0.284746496028,0.498977239906,0.243592392164,0.81946188168,0.984461696818,0.279652363705,0.787687189592,0.511505631668,0.379479505151,0.771199279474,0.392040151838,0.982231653979,0.779486965452,0.242753332596,0.900323690411,0.161846684209,0.878269622118,0.282645421564,0.841730634001,0.623916982378,0.091127942091,0.303189338103,0.576366377892,0.604755428606,8210.0,0.183069427527,3.27113276492,0.17490864799,0.213276492083,0.0542021924482,0.215347137637,0.0453105968331,0.0555420219245,0.0138855054811,0.138367844093,0.021071863581,0.00584652862363,0.011084043849,An artificially intelligent PC and his human owner find themselves in a romantic rivalry over a woman.,PG,True,English,Electric Dreams,"USA, UK",Rusty Lemorande,,6.5,Steve Barron,20 Jul 1984,1984,Nominated for 1 BAFTA Film Award. Another 2 wins & 1 nomination.,95,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA0MjMxNzA2MV5BMl5BanBnXkFtZTgwMzI1MzQxMDE@._V1_SX300.jpg,"5,355",tt0087197,Lenny von Dohlen, Virginia Madsen,Comedy, Drama
8 Out of 10 Cats Does Deal or No Deal 2013.txt,0.560082659748,0.576717814707,0.354649740988,0.191914227113,0.22517100002,0.0802141512451,0.125464558253,0.361457577248,0.0993670866925,0.683270652447,0.909388160405,0.0772098769352,0.332968794318,0.238696508581,0.730628097095,0.744471185867,0.286977493828,0.916056604778,0.519756519074,0.391246865847,0.614126427186,0.395449722048,0.897224512621,0.0657768146983,0.140539041547,0.635040749405,0.183033734809,0.193387044574,0.306561558824,0.69147594613,7947.0,0.149616207374,3.31080911036,0.195042154272,0.193532150497,0.0645526613817,0.185730464326,0.0376242607273,0.0508367937587,0.0178683780043,0.115137787844,0.0265508997106,0.0270542343023,0.0104441927771,An edition of Deal or No Deal? (2005) with the stars of 8 Out of 10 Cats (2005).,,True,English,'8 Out of 10 Cats' Does 'Deal or No Deal',UK,,,6.9,Ollie Bartlett,04 Jan 2013,2013,,47,https://images-na.ssl-images-amazon.com/images/M/MV5BOWZlODBmYzQtZTQwMi00YWM4LWFlOWEtZGEzNzY4MzFjZjRhXkEyXkFqcGdeQXVyMjY0MzgwMTc@._V1_SX300.jpg,211,tt2625026,Jimmy Carr, Sean Lock,Comedy, Game-Show
Flipper 1963.txt,0.412127136772,0.638438716516,0.17033174662,0.824505153158,0.459611961439,0.200749552431,0.194118494414,0.60011150127,0.193994906372,0.772155583792,0.956355443655,0.0521996014269,0.484134906396,0.123981003237,0.41424138264,0.767642339763,0.500705782667,0.96119319217,0.512313184301,0.479145975467,0.765447288221,0.430035855925,0.779891201578,0.223644166841,0.498517623,0.421107569431,0.153324056732,0.0803406180916,0.497603205204,0.172674035012,6624.0,0.176479468599,3.18976449275,0.190670289855,0.201690821256,0.0587258454106,0.188556763285,0.0446859903382,0.0628019323671,0.0289855072464,0.115640096618,0.0304951690821,0.00679347826087,0.00724637681159,"Sandy Ricks is sent by his mom to Coral Key, a rustic island in the Florida keys, to spend the summer with his uncle Porter Ricks. Sandy dislikes everything about his new environment until ...",PG,True,English,Flipper,USA,"Ricou Browning (story), Jack Cowden (story), Arthur Weiss (earlier screenplay), Alan Shapiro (screenplay)",,5.2,Alan Shapiro,17 May 1996,1996,4 nominations.,95,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU4MTMzOTg4Nl5BMl5BanBnXkFtZTcwMDEzNDQyMQ@@._V1_SX300.jpg,"8,117",tt0116322,Elijah Wood, Paul Hogan,Family, Adventure
1408 2007.txt,0.905187968068,0.88730195027,0.497053894299,0.264414545127,0.496490210536,0.244617584062,0.180447714815,0.663500719287,0.0511480659615,0.936103726965,0.99163791506,0.25072404979,0.909846263746,0.337859047078,0.527755979271,0.98974785409,0.193193454051,0.972347970489,0.893966081598,0.411492159343,0.349689388173,0.00990076631607,0.992910409207,0.277199506435,0.855856845237,0.418769380296,0.0922537086494,0.191948367855,0.272043393448,0.665960884873,6808.0,0.181110458284,3.31977085781,0.179788484136,0.174941245593,0.0713866039953,0.219741480611,0.0440658049354,0.0530258519389,0.0135135135135,0.101498237368,0.01821386604,0.0127790834313,0.0108695652174,"A man who specializes in debunking paranormal occurrences checks into the fabled room 1408 in the Dolphin Hotel. Soon after settling in, he confronts genuine terror.",PG-13,True,English,1408,USA,"Matt Greenberg (screenplay), Scott Alexander (screenplay), Larry Karaszewski (screenplay), Stephen King (short story)",64.0,6.8,Mikael Håfström,22 Jun 2007,2007,4 wins & 8 nominations.,104,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk1MDg0NTU0OV5BMl5BanBnXkFtZTcwMTM1NDk0MQ@@._V1_SX300.jpg,"211,413",tt0450385,John Cusack, Paul Birchard,Fantasy, Horror
Vanity Fair 2004.txt,0.723131309616,0.833978965956,0.352892000979,0.376095098935,0.596493928361,0.234320967182,0.283538185618,0.601154534564,0.126437639458,0.772009323375,0.992251930517,0.225034955235,0.917161801043,0.399042002854,0.381331425178,0.987339451996,0.494253869502,0.981244585345,0.922123562725,0.411585050423,0.493044170796,0.136860655358,0.949917626005,0.285000601859,0.865747166816,0.46315098155,0.293687840616,0.178862508583,0.652852647047,0.268691358395,14700.0,0.147823129252,3.27829931973,0.185238095238,0.182993197279,0.060612244898,0.20231292517,0.0414285714286,0.0601360544218,0.0204081632653,0.146734693878,0.0265986394558,0.00442176870748,0.00979591836735,"Growing up poor in London, Becky Sharp (Witherspoon) defies her poverty-stricken background and ascends the social ladder alongside her best friend, Amelia.",PG-13,True,English,Vanity Fair,"USA, UK, India","Matthew Faulk (screenplay), Mark Skeet (screenplay), Julian Fellowes (screenplay), William Makepeace Thackeray (novel)",53.0,6.2,Mira Nair,01 Sep 2004,2004,2 wins & 5 nominations.,141,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU4OTkwNDY2OV5BMl5BanBnXkFtZTcwNDIwMzAzMw@@._V1_SX300.jpg,"17,493",tt0241025,Gabriel Byrne, Angelica Mandy,Drama,Drama
The Case of the Mukkinese Battle Horn 1956.txt,0.3145313324,0.777147842763,0.219760496503,0.674278374921,0.480038788699,0.252213239066,0.306741843519,0.47319994121,0.186108422843,0.768647473029,0.906672164825,0.110885240415,0.669581531961,0.119688269899,0.390308240822,0.913232455957,0.624422117867,0.701719936465,0.530141018828,0.251783335661,0.808637739512,0.330020248813,0.949776805532,0.484289584398,0.836270128424,0.343014552751,0.31858359708,0.512981254113,0.513787518317,0.7415820115,3436.0,0.243306169965,3.358556461,0.148428405122,0.208963911525,0.058207217695,0.261932479627,0.0506402793946,0.0529685681024,0.0133876600698,0.0899301513388,0.017753201397,0.00407450523865,0.0183352735739,"A pair of detectives from Scotland Yard are assigned to look into the disappearance of the Mukkinese Battle Horn, a ninth-century artifact, from the Metropolitan Museum.",,True,English,The Case of the Mukkinese Battle-Horn,UK,"Harry Booth (screenplay), Spike Milligan (additional material), Jon Penington (screenplay), Peter Sellers (additional material), Larry Stephens (screenplay), Larry Stephens (story)",,7.1,Joseph Sterling,01 Jan 1956,1956,,29,,136,tt0049059,Peter Sellers, Spike Milligan,Short, Comedy
Love  Basketball 2000.txt,0.443086763356,0.591486336996,0.133401704678,0.507133140742,0.437525197792,0.20048929508,0.290851547628,0.780916516852,0.331477143006,0.703248526786,0.95515940713,0.063794006732,0.465876953213,0.228412910935,0.495021410187,0.268457926568,0.7486970315,0.863921915818,0.456147812143,0.634305718073,0.747439053013,0.767776149054,0.597013950779,0.0387751180303,0.312995810063,0.219159181603,0.134923248019,0.101366608239,0.896088364975,0.147080310052,10394.0,0.146045795651,3.13017125265,0.204829709448,0.150567635174,0.0594573792573,0.206946315182,0.0389647873773,0.0679238021936,0.0131806811622,0.153453915721,0.0357898787762,0.00769674812392,0.00548393303829,"In 1981 in L.A., Monica moves in next door to Quincy. They're 11, and both want to play in the NBA, just like Quincy's dad. Their love-hate relationship lasts into high school, with ...",PG-13,True,English,Love & Basketball,USA,Gina Prince-Bythewood,70.0,7.2,Gina Prince-Bythewood,21 Apr 2000,2000,12 wins & 15 nominations.,124,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU4NjY4NTI5MF5BMl5BanBnXkFtZTYwNjQ4OTc3._V1_SX300.jpg,"14,508",tt0199725,Glenndon Chatman, Jess Willard,Drama, Romance
Sam Steele and the Junior Detective Agency 2009.txt,0.42526820764,0.757095158751,0.228223795914,0.548112133298,0.551325049668,0.244452006375,0.238902694125,0.586581515502,0.157531699608,0.818527384538,0.937702816614,0.0797642812551,0.317556556391,0.168363035922,0.602555622378,0.616037327713,0.530740716783,0.819776204965,0.367405375134,0.418190456047,0.631067312344,0.395813317115,0.867865103959,0.151058607443,0.513916762905,0.341648496138,0.12140859672,0.33211966744,0.520420518221,0.519114914204,10459.0,0.145233769959,3.20843292858,0.0826082799503,0.587245434554,0.0174968926284,0.212448608854,0.0171144468878,0.00784013768047,0.00678841189406,0.0330815565542,0.00936992064251,0.00325078879434,0.00669280045893,"13-year-old Sam Steele Jr. forms his own private detective agency to emulate his father, Des Moines detective Sam Steele, and helps track down a jewel thief.",G,True,English,Sam Steele and the Junior Detective Agency,USA,Tom Whitus,,5.1,Tom Whitus,01 Jan 2011,2009,,87,http://ia.media-imdb.com/images/M/MV5BMTgzMTAxMTE2NV5BMl5BanBnXkFtZTcwMzUzNTEzOQ@@._V1_SX300.jpg,98,tt1436577,Luke Perry, M. Emmet Walsh,Family,Family
The Adventures of Pluto Nash 2002.txt,0.319947800997,0.580486229045,0.0668998680077,0.590816088277,0.428513094697,0.345232301945,0.31630548472,0.683658937061,0.395726267908,0.446425643219,0.945385414699,0.0279112683212,0.510277760487,0.103409352058,0.587228485149,0.646904590485,0.841334444531,0.78063921748,0.622114816669,0.67485844853,0.903716041959,0.809795836846,0.82080062124,0.20171718285,0.451314104789,0.244175536801,0.116896376432,0.223595280781,0.855653424648,0.28249809794,10710.0,0.160597572362,3.23762838469,0.187301587302,0.17964519141,0.0583566760037,0.212698412698,0.0386554621849,0.0555555555556,0.0141923436041,0.138468720822,0.0321195144725,0.00756302521008,0.00532212885154,"In the future, a man struggles to keep his lunar nightclub out of the hands of the mafia.",PG-13,True,English,The Adventures of Pluto Nash,"USA, Australia",Neil Cuthbert,12.0,3.8,Ron Underwood,16 Aug 2002,2002,2 wins & 8 nominations.,95,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4NTMwODQwNV5BMl5BanBnXkFtZTYwNTg0Nzk2._V1_SX300.jpg,"20,450",tt0180052,Eddie Murphy, Randy Quaid,Comedy, Action
Flirting with Disaster 1996.txt,0.54786143389,0.934150409035,0.270276683045,0.433139417194,0.415623540318,0.0558359677786,0.132615663126,0.629753362537,0.12274420826,0.874469888399,0.993756230422,0.0844222589237,0.696464511039,0.339238845953,0.45215961773,0.851314730321,0.493967587769,0.986889474627,0.713326551639,0.274728620669,0.867098792636,0.341063073399,0.884531001787,0.0491064724595,0.784441169373,0.335776307592,0.067779422964,0.165440025191,0.677393191976,0.549168119652,22652.0,0.102021896521,3.01677556066,0.179586791453,0.142150803461,0.0531078933428,0.263332156101,0.0404379304256,0.0647183471658,0.011257284125,0.133542292071,0.0271057743246,0.00348755076814,0.0156719053505,"A young man, his wife, and his incompetent case worker travel across country to find his birth parents.",R,True,English,Flirting with Disaster,USA,David O. Russell,81.0,6.8,David O. Russell,12 Apr 1996,1996,1 win & 8 nominations.,92,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI5NDY1Nzk1OV5BMl5BanBnXkFtZTcwMDE5OTUyMQ@@._V1_SX300.jpg,"15,160",tt0116324,Ben Stiller, Patricia Arquette,Comedy,Comedy
Encino Man 1992.txt,0.038664604214,0.346661111671,0.127450228187,0.823584885023,0.0875818859113,0.0773822794072,0.12867272907,0.34728500618,0.461033794933,0.205575152575,0.615483484087,0.123348360141,0.184798474899,0.29291002396,0.586909841563,0.387257828994,0.739949183285,0.810942660459,0.179961635228,0.392102833034,0.796608753692,0.904962032439,0.381031171262,0.173681408205,0.396016820864,0.407877372123,0.602161540641,0.0595381658544,0.64293962724,0.140316590657,10894.0,0.144024233523,2.92472920874,0.152010280889,0.240132182853,0.0422250780246,0.280980356159,0.0455296493483,0.0469983477143,0.0111988250413,0.0891316320911,0.0272627134202,0.00321277767578,0.00917936478796,"When they find a frozen cave-man in their back yard, two high-school outcasts thaw him and introduce him to modern life while he in turn gets them to actually enjoy life.",PG,True,English,Encino Man,USA,"George Zaloom (story), Shawn Schepps (story), Shawn Schepps (screenplay)",,5.7,Les Mayfield,22 May 1992,1992,1 win & 1 nomination.,88,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYxMDk2NTc2NF5BMl5BanBnXkFtZTcwNzM5OTQxMQ@@._V1_SX300.jpg,"30,024",tt0104187,Sean Astin, Brendan Fraser,Comedy,Comedy
Dave 1993.txt,0.773910684114,0.842377024556,0.154174977821,0.534597101414,0.776808037161,0.460911803871,0.384838117937,0.813997482688,0.109374722664,0.930431394835,0.982535602179,0.0548535592892,0.613486604856,0.0777304424803,0.300436501881,0.933478732622,0.639870772276,0.746358350111,0.802626371089,0.697098628737,0.687615057225,0.337628245185,0.952826559394,0.109247695332,0.672909607466,0.163089383899,0.0661580445377,0.452018684979,0.7230757588,0.570839172298,13147.0,0.146421236784,3.32904845212,0.177302806724,0.183235719175,0.0601658172967,0.230394766867,0.0397809386172,0.0591769985548,0.0147562181486,0.115539666844,0.0282954286149,0.00714992013387,0.0112573210618,"To avoid a potentially explosive scandal when the U.S. President goes into a coma, an affable temp agency owner with an uncanny resemblance, is put in his place.",PG-13,True,English,Dave,USA,Gary Ross,,6.8,Ivan Reitman,07 May 1993,1993,Nominated for 1 Oscar. Another 2 wins & 4 nominations.,110,https://images-na.ssl-images-amazon.com/images/M/MV5BOGVlM2I0NDUtYjQ4ZC00NTJjLTkzZGUtZGM5NGZjZDQwOWZkXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,"41,330",tt0106673,Kevin Kline, Sigourney Weaver,Comedy, Romance
In the Mouth of Madness 1995.txt,0.329528890686,0.59750538196,0.430854100032,0.529345760501,0.235190023071,0.181242469766,0.159285051391,0.218871620486,0.249426765528,0.432277388722,0.889569587083,0.296267327977,0.74559972726,0.398045766789,0.532710994777,0.930448952946,0.304824883477,0.858545174005,0.648763037999,0.457063853651,0.617476090471,0.316834250052,0.981577826677,0.637225780945,0.814306821591,0.740962718462,0.522089110917,0.121867372516,0.116549168409,0.723076673653,6861.0,0.247923043288,3.73531555167,0.194286547151,0.206383909051,0.0527619880484,0.193703541758,0.0622358256814,0.0642763445562,0.0120973619006,0.095467133071,0.0304620317738,0.0049555458388,0.0085993295438,An insurance investigator begins discovering that the impact a horror writer's books have on his fans is more than inspirational.,R,True,English,In the Mouth of Madness,USA,Michael De Luca,,7.2,John Carpenter,03 Feb 1995,1994,1 win & 3 nominations.,95,,"43,619",tt0113409,Sam Neill, Julie Carmen,Fantasy, Horror
Salvador 1986.txt,0.091579768284,0.149010930788,0.166569882914,0.820410812114,0.27229242697,0.443152084655,0.266221965541,0.517873664857,0.50895821725,0.154980233315,0.633924332667,0.139186444343,0.334433423266,0.195002232859,0.435492639193,0.758690961362,0.680872876906,0.540760953315,0.288130587166,0.71487611073,0.714552280732,0.712089793466,0.92379763447,0.497431001196,0.618315987074,0.466201074349,0.755834147169,0.0535054881967,0.498169373598,0.319639499631,15368.0,0.160137948985,3.22637948985,0.161699635606,0.238807912546,0.0574570536179,0.238872982821,0.0424908901614,0.0498438313378,0.0125585632483,0.0890812077043,0.0260281103592,0.00852420614263,0.00553097345133,An American photojournalist gets caught in a political struggle at El Salvador in 1980.,R,True,English,Salvador,"UK, USA","Oliver Stone, Rick Boyle",,7.5,Oliver Stone,23 Apr 1986,1986,Nominated for 2 Oscars. Another 3 wins & 7 nominations.,122,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU1MjA3MTM4NF5BMl5BanBnXkFtZTcwMDE0NzI5NA@@._V1_SX300.jpg,"15,419",tt0091886,James Woods, Jim Belushi,Drama, History
Cell The 2000.txt,0.472507431322,0.7176974589,0.443050737539,0.356077467051,0.281786691255,0.120138303069,0.074051234492,0.356768887344,0.171698306183,0.622480337652,0.967915545794,0.225899383112,0.817165507161,0.442422866661,0.477133130733,0.949792655949,0.196277596679,0.975278723771,0.810126045321,0.339593895778,0.623804406064,0.0710844360147,0.95374408762,0.304187505257,0.667050366239,0.594235995076,0.27008129667,0.0398856866206,0.471288156915,0.333973230485,6624.0,0.188707729469,3.29483695652,0.193236714976,0.173007246377,0.0588768115942,0.203502415459,0.0380434782609,0.0587258454106,0.0164553140097,0.143266908213,0.0280797101449,0.0048309178744,0.0122282608696,Mick Foley hosts this compilation of fourteen of the first fifteen Hell in a Cell matches in WWE history.,,True,English,WWE: Hell in a Cell - The Greatest Hell in a Cell Matches of All Time,USA,,,8.0,"Dawn Boyd, Kevin Dunn",14 Oct 2008,2008,,,http://ia.media-imdb.com/images/M/MV5BMTdiMmNmNDctZDJiNC00MjhhLTk3NWMtNjRkZTIwZGYwZGY0XkEyXkFqcGdeQXVyMTQxMjYwOTg@._V1_SX300.jpg,71,tt1340476,Mick Foley, Kurt Angle,Action, Sport
Brave 2007.txt,0.322472793986,0.617681990661,0.106639099792,0.646107817353,0.464930002748,0.233072210907,0.346764644935,0.755195267808,0.355639102683,0.517567409252,0.986764729279,0.0431678702161,0.516055284512,0.162803360635,0.250495554344,0.631711823453,0.724954789522,0.968820998756,0.635761986064,0.632701756258,0.959677093123,0.637517195334,0.775810344425,0.146034623748,0.441938873905,0.312625073178,0.125960280983,0.0730021336041,0.83345832155,0.0785668838353,4728.0,0.200084602369,3.18675972927,0.206852791878,0.171954314721,0.0539340101523,0.194796954315,0.0338409475465,0.0744500846024,0.00951776649746,0.157783417936,0.0302453468697,0.00465313028765,0.00549915397631,"Determined to make her own path in life, Princess Merida defies a custom that brings chaos to her kingdom. Granted one wish, Merida must rely on her bravery and her archery skills to undo a beastly curse.",PG,True,English,Brave,USA,"Brenda Chapman (story by), Mark Andrews (screenplay), Steve Purcell (screenplay), Brenda Chapman (screenplay), Irene Mecchi (screenplay)",69.0,7.2,"Mark Andrews, Brenda Chapman, Steve Purcell",22 Jun 2012,2012,Won 1 Oscar. Another 18 wins & 47 nominations.,93,https://images-na.ssl-images-amazon.com/images/M/MV5BMzgwODk3ODA1NF5BMl5BanBnXkFtZTcwNjU3NjQ0Nw@@._V1_SX300.jpg,"277,955",tt1217209,Kelly Macdonald, Billy Connolly,Animation, Adventure
